,emotion_tags,social_tags
Noble Beast,"[('mellow', 14)]","[('indie', 100), ('instrumental', 71), ('rock', 42), ('octwoct', 28), ('songs that sound like their titles', 14), ('under 1 minute', 14), ('alternative  punk', 14), ('so beautiful it hurts', 14), ('postfolk', 14), ('goosebumps', 14), ('intro', 14), ('mystic', 14), ('strings', 14), ('chill', 14), ('indie rock', 14), ('singer-songwriter', 14), ('mellow', 14), ('melancholism', 0)]"
Can't Maintain,nan,"[('folk punk', 100)]"
Love & Thunder,nan,nan
The Wolf,"[('party', 66)]","[('classic rock', 100), ('party', 66), ('party metal', 66), ('inspirational', 33), ('best song ever', 33), ('personal favourites', 33), ('rock', 16), ('hard rock', 16), ('epic', 16), ('inspiring', 16), ('long live the party', 16), ('soul', 0)]"
Mother Of Mankind: Rare & Unreleased,"[('party', 16)]","[('hard rock', 100), ('rock', 66), ('life-affirming', 33), ('party', 16), ('inspiring', 16)]"
Snowin' Under My Skin,"[('sad', 16), ('romantic', 5)]","[('pop', 100), ('ballad', 50), ('male vocalists', 38), ('slow', 38), ('new age', 33), ('love', 22), ('chillout', 16), ('sad', 16), ('90s', 11), ('-slow-pop-', 11), ('-yulunga-', 11), ('beautiful', 11), ('trist', 5), ('my-favorites', 5), ('radio saturday', 5), ('sommerhits', 5), ('lozkowe', 5), ('lekkie', 5), ('rsuh', 5), ('polya reminds', 5), ('cheremsha reminds', 5), ('lumaro', 5), ('meine privat-cd-sammlung', 5), ('wk5', 5), ('-memories-', 5), ('soft rock', 5), ('covers', 5), ('english', 5), ('male', 5), ('romantic', 5), ('thoughts', 5), ('retro', 5), ('new', 5), ('the best', 5), ('111', 5), ('90er', 5), ('pop dance', 5), ('jamaika', 5), ('absolute favourite', 5), ('andru donalds', 0), ('kasiula', 0), ('moj', 0)]"
Vida Cruel,nan,nan
Honestidad Brutal,nan,"[('blues', 100), ('80s', 50), ('rock', 50), ('90s', 50), ('guitar virtuoso', 50), ('duet', 50), ('argentino', 50), ('collaborations', 50), ('calamaro', 50), ('chc', 50)]"
Sé Morir,nan,"[('romantica', 100), ('para darse cuenta', 100)]"
Andy & Lucas,nan,"[('andy y lucas', 100), ('spanish', 50), ('espana', 50), ('estopa', 50)]"
Electric Blue,nan,"[('synthpop', 100), ('synth pop', 66), ('male vocalists', 66), ('pop', 33), ('electronic', 33), ('90s', 33), ('uk pop', 33), ('camp', 33), ('myszczyszyn', 33)]"
This I Gotta See,nan,"[('country', 100), ('good typical country', 100), ('if heaven', 100), ('country done right', 100), ('dritanach', 100), ('pachutin', 100), ('gretchen peters', 100)]"
My Lover Will Go,"[('sad', 20), ('mellow', 16), ('melancholy', 8), ('quiet', 4)]","[('singer-songwriter', 100), ('female vocalists', 91), ('ane brun', 70), ('folk', 54), ('scandinavian', 41), ('norwegian', 25), ('acoustic', 25), ('indie', 25), ('pop', 25), ('rock', 20), ('sad', 20), ('female', 16), ('my lover will go', 16), ('mellow', 16), ('female vocalist', 12), ('nordic', 12), ('sad tunes', 12), ('blues', 12), ('silkred-lovedall', 12), ('love', 12), ('favorites', 12), ('other', 8), ('melancholy', 8), ('singer songwriter', 8), ('guitar', 8), ('swedish', 8), ('lowlands 2008', 8), ('sxsw 2006', 8), ('alternative', 8), ('sollte ich oefter spielen', 8), ('heartache', 8), ('norwegian - ane brun', 8), ('izzy listening', 4), ('soft tunes', 4), ('mimmit', 4), ('bunty', 4), ('amethystjade', 4), ('audioase', 4), ('when life sucks', 4), ('folk balad', 4), ('ihanaista', 4), ('ane brun - my lover will go', 4), ('cladonio full previews', 4), ('depresso', 4), ('red wine', 4), ('double-plus good', 4), ('my lovers box', 4), ('reminder', 4), ('trapeze radio', 4), ('arsivde', 4), ('cinnamon', 4), ('the desperate kingdom of love', 4), ('bitfaster', 4), ('lou rhodes', 4), ('songs with my wifey', 4), ('over you', 4), ('olspur cool tracks radio', 4), ('girl voice', 4), ('quittenlikoer', 4), ('very intense', 4), ('syn acoustic', 4), ('otp songs', 4), ('relaxing ladymusic', 4), ('a temporary dive', 4), ('beautiful emotion', 4), ('lovelee6', 4), ('song with a heart', 4), ('sou um desgracadinho', 4), ('favoritmusiken soft', 4), ('favoritmusiken love', 4), ('mitsingen-mitschreien-mitheulen', 4), ('woja', 4), ('papenstraat 6', 4), ('double-ender 16', 4), ('songs about wine', 4), ('bittersweet chocolate', 4), ('rec by summerdreamin', 4), ('robolugn', 4), ('absolutte favoritter', 4), ('yt-radio', 4), ('mija', 4), ('mari does not know', 4), ('annymix', 4), ('f singer-songwriter', 4), ('torriniesque', 4), ('joni radio', 4), ('female soloartists', 4), ('hjarta smarta', 4), ('a calming calamine effect when you are fucked', 4), ('dumped songs', 4), ('menino da lagrima', 4), ('all day and all of the night', 4), ('true cul indiezinho', 4), ('the saddest day', 4), ('feines zeug', 4), ('bulanik', 4), ('nick drake', 4), ('quiet', 4), ('vocal jazz', 4), ('vocals', 4)]"
Andy Williams' Best,nan,"[('50s', 100), ('oldies', 75), ('male vocalists', 50), ('jazz', 25), ('60s', 25), ('jazz vocal', 25), ('ballad', 25), ('andy williams', 25), ('music for me', 25), ('fh projex', 25), ('music for h', 25), ('fhnotbad', 25)]"
Merry Christmas,nan,"[('christmas', 100), ('classic christmas', 10), ('male vocalists', 7), ('oldies', 7), ('andy williams', 5), ('sleigh ride', 5), ('holiday', 5), ('cover', 5), ('navidad', 5), ('xmas', 3), ('pop', 3), ('holidays', 3), ('crooners', 3), ('weihnachten', 1), ('big band sound', 1), ('christmas classics', 1), ('merry christmas baby', 1), ('christmas oldies', 1), ('villancico', 1), ('my christmas', 1), ('christmas classic', 1), ('xxxmas', 1), ('vintage christmas', 1), ('christmas energic', 1), ('cri', 1), ('musica navidenia', 1), ('christmas children', 1), ('60s christmas', 1), ('my xmas', 1), ('kresh-xmas', 1), ('famisa', 1), ('soundtrack', 1), ('christian rock', 1), ('american', 1), ('jazzy', 1), ('60s', 1), ('sinatra', 1), ('jazz piano', 1), ('retro', 1), ('winter', 1), ('my favorite', 1), ('movie', 1), ('male singers', 1), ('vocal music', 1), ('christmas music', 1), ('whitester pick', 1), ('mein christmas', 1), ('ironman christmas', 1), ('easy listening', 0), ('christmas song', 0), ('pasko', 0)]"
Spousta Andělů,"[('soft', 20)]","[('czech', 100), ('female', 40), ('cz', 20), ('oblibene', 20), ('melancholie', 20), ('czech rock', 20), ('misspelled', 20), ('best1', 20), ('pop idol', 20), ('foreign language', 20), ('girl pop', 20), ('maturak', 20), ('female voices', 20), ('soft', 20), ('pop-rock', 20), ('girl power', 20), ('my music', 20), ('female vocalists', 20), ('pop rock', 20), ('female vocal', 20), ('pop', 20), ('female vocalist', 20), ('rock', 20), ('seen live', 0), ('my favourite song from aneta', 0), ('odrhovacka', 0)]"
Angel Dust,nan,"[('punk', 100), ('oi', 100), ('street punk', 45), ('skinhead', 18), ('1979', 18), ('oi oi music', 9), ('friendsofthekingofrummelpop', 9), ('desordeiros do brasil', 9), ('gore kutherrie', 9), ('workers songs', 9), ('major key tonality', 9), ('a subtle use of vocal harmony', 9), ('the smith', 9), ('skinheads', 9), ('working class punk', 9), ('redskin', 9), ('streetpunk', 9), ('three', 9), ('sharp', 9), ('77 style punk', 0)]"
Songs on Compilations,"[('happy', 17), ('sad', 17)]","[('alternative rock', 100), ('alternative', 56), ('angels and airwaves', 47), ('rock', 39), ('tom delonge', 39), ('beautiful', 34), ('ava', 30), ('optimistic', 30), ('refrences another song', 21), ('love it', 17), ('atmospheric', 17), ('pop rock', 17), ('happy', 17), ('sad', 17), ('space rock', 17), ('i-empire', 13), ('angels and airwaves 4ever', 13), ('love-hate relationship', 13), ('love', 13), ('indie', 13), ('inspirational', 13), ('meaningful', 13), ('favourites', 13), ('emo', 13), ('experimental', 13), ('favorite lyrics', 13), ('no regrets', 8), ('best songs ever', 8), ('godrock', 8), ('pop', 8), ('blink', 8), ('love this', 8), ('skate rock', 8), ('the songs that saved my life', 8), ('my life', 8), ('growing up', 8), ('loved', 8), ('makes me happy', 8), ('advice', 8), ('alternative punk', 8), ('light rock', 8), ('cool', 8), ('if i had a chance for another try i wouldnt change a thing', 8), ('punk rock', 8), ('original', 8), ('favorite', 8), ('synth', 8), ('tekst ponad wszystko', 4), ('ros', 4), ('loving life', 4), ('silverberg', 4), ('my favourite emotional songs', 4), ('audioase', 4), ('suicide murder machine', 4), ('canzoni che canto sotto la doccia', 4), ('warped tour 2008', 4), ('sromkie approved', 4), ('this song makes me happy in the pants', 4), ('jahrain', 4), ('sing on my own', 4), ('awesome angels and airwaves song', 4), ('ava sounds like blink', 4), ('one of the favourites', 4), ('awesome', 4), ('indie rock', 4), ('amazing', 4), ('favourite songs', 4), ('progressive rock', 4), ('melodic', 4), ('drums', 4), ('dance rock', 4), ('california', 4), ('pop punk', 4), ('other', 4), ('sing-along', 4), ('favorite songs ever', 4), ('stadium rock', 4), ('male vocalists', 4), ('best song ever', 4), ('life', 4), ('warped tour', 4), ('more favorites', 4), ('canadian', 4), ('zet', 4), ('favorite song by artist', 4), ('for the road', 4), ('vocal trance', 0), ('alt', 0), ('rock-rite of spring-angels and airwaves', 0)]"
Au Nom De La Lune,nan,"[('iiiiiiiiii amazing track :d iiiiiiiiii', 100), ('female vocalists', 50), ('masterpiece', 50), ('francais', 50), ('songs that make me happy', 50), ('songs that make you feel better', 50)]"
Best Of,nan,"[('pop', 100), ('soft rock', 50), ('rock', 25), ('favorite', 25), ('breakups', 25), ('newcheckout', 25), ('anggun', 25), ('orsettamv', 25), ('emoctions', 25), ('bambina', 25), ('november 2010', 25)]"
Mahogany Soul,"[('calm', 6), ('sexy', 6)]","[('soul', 100), ('female vocalist', 56), ('neo soul', 43), ('life goes on', 25), ('neo-soul', 25), ('rb', 18), ('rnb', 12), ('female vocalists', 12), ('angie stone - life goes on', 12), ('solace', 6), ('relaxing rnb', 6), ('sweet soul music', 6), ('slow soul', 6), ('batca soul', 6), ('cool grooves', 6), ('kresh-soul', 6), ('kennedysuperplaylist', 6), ('angie stone-life goes on', 6), ('2giveme5', 6), ('miscellaneous', 6), ('urban soul', 6), ('stones', 6), ('cool song', 6), ('k', 6), ('r&b', 6), ('r and b', 6), ('disco', 6), ('funk', 6), ('calm', 6), ('english', 6), ('sexy', 6), ('angie stone', 0), ('soul tag', 0), ('rhythum and blues tag', 0), ('i like it some real talk going on neo-soul is the way', 0), ('acid jazz', 0)]"
God Has A Plan For Us All,"[('dark', 3), ('anger', 2)]","[('symphonic metal', 100), ('gothic metal', 67), ('female fronted metal', 52), ('metal', 34), ('female vocalists', 20), ('orchestral metal', 18), ('angtoria', 15), ('melodic metal', 11), ('gothic', 10), ('symphonic gothic metal', 9), ('female vocalist', 8), ('progressive metal', 6), ('heavy metal', 5), ('british', 5), ('orchestral', 4), ('favorite', 4), ('gothic divas', 4), ('my collection', 4), ('power metal', 4), ('beautiful voices', 4), ('sexiest metal chicks', 3), ('favorites', 3), ('liarts opera metal', 3), ('goth metal', 3), ('dark', 3), ('metal angels', 3), ('white metal', 3), ('femme metal', 2), ('bye bye beautiful', 2), ('stupid lyrics', 2), ('love at first listen', 2), ('writing', 2), ('female fronted orchestral metal', 2), ('songs i love', 2), ('lady metal', 2), ('foreign metal', 2), ('gothic female fronted', 2), ('plan', 2), ('xx', 2), ('female-fronted metal', 2), ('school of rock', 2), ('active work music', 2), ('play it again', 2), ('my doom', 2), ('mi musica', 2), ('so zorry', 2), ('viking folk power fantasy battle black', 2), ('me likey 1234', 2), ('waw', 2), ('szatan', 2), ('me likey1234', 2), ('great', 2), ('love', 2), ('swedish', 2), ('cool', 2), ('folk metal', 2), ('vocal', 2), ('female vocals', 2), ('melodic death metal', 2), ('awesome', 2), ('beautiful', 2), ('avant garde', 2), ('amazing', 2), ('girl power', 2), ('metal gods', 2), ('gothicmetal', 2), ('idols', 2), ('fav', 2), ('anger', 2), ('epic metal', 2), ('fucking awesome', 2), ('neo-classical metal', 2), ('symphonic power metal', 2), ('songs i possess', 2), ('aa must die', 2), ('more than a little creepy', 1), ('songs to march into battle to', 1), ('level81symphonicmetal', 1), ('songs that makes me cry', 1), ('jlunarepowerful', 1), ('new - like', 1), ('my heart quivers', 1), ('lyrics on lyricsmuse available', 1), ('remix4', 1), ('chida19', 1), ('misiek 7 7 7', 1), ('metallis', 1), ('barmherzigkeit', 1), ('jlunare', 1), ('christian', 1), ('vocals', 1), ('rock n roll', 1), ('symphonic rock', 1), ('dramatic', 1), ('movie', 1), ('inspiring', 1), ('awesome vocals', 1), ('operatic metal', 1), ('all time favorite', 1), ('favourite', 1)]"
A Book Like This,"[('peaceful', 20)]","[('australian', 100), ('whistling', 100), ('folk', 80), ('indie', 80), ('singer-songwriter', 80), ('acoustic', 40), ('angus and julia stone', 40), ('alternative pop', 20), ('alternative rock', 20), ('female vocalists', 20), ('peaceful', 20), ('singer', 20), ('oboe', 20), ('chill', 0), ('animals', 0), ('cisza', 0)]"
Samotność Po Zmierzchu,"[('relaxing', 20)]","[('polish', 100), ('pop', 80), ('female vocalists', 60), ('downtempo', 40), ('00s', 40), ('relaxing', 20), ('polskie', 20), ('ania dabrowska', 20), ('dabrowska', 20), ('trumpet', 0), ('fave', 0), ('idol', 0), ('talent show', 0), ('tantotempotaste', 0)]"
"Spirit They're Gone, Spirit They've Vanished",nan,"[('indie', 100), ('experimental', 83), ('psychedelic', 50), ('freak folk', 33), ('late night music', 33), ('midnight music', 33), ('old ex that you still have feelings for and would do again in a heartbeat', 16), ('acoustic rawk', 16), ('potpourri1', 16), ('packed like sardines in a crushed tin box', 16), ('altparty', 16), ('lovely work tunes', 16), ('nabavit', 16), ('urbanelectric', 16), ('skemmtilegt', 16), ('tagteamers', 16), ('dream music', 16), ('like', 16), ('weird', 16), ('indie rock', 16), ('indie pop', 16), ('pop', 16), ('folk', 16), ('love', 16), ('incredible', 0), ('weird as hell', 0), ('cathartic', 0), ('mmm', 0)]"
Sung Tongs,"[('dreamy', 16), ('eerie', 16), ('fun', 16)]","[('experimental', 100), ('psychedelic', 66), ('indie', 50), ('alternative', 41), ('quirky', 33), ('freak folk', 25), ('indie rock', 25), ('dreamy', 16), ('wobble', 16), ('ethereal', 16), ('atmospheric', 16), ('eerie', 16), ('wah-wah', 16), ('avant-garde', 16), ('fun', 16), ('indie pop', 16), ('nix partly', 16), ('wah-wah-wah', 16), ('folk', 16), ('avant-garde rock', 16), ('pretty pure', 8), ('tag animal collective', 8), ('emd', 8), ('real freak folk', 8), ('blingtacular', 8), ('s y s l o v o', 8), ('experi-mental', 8), ('help - i am hearing strange noises and voices in this room', 8), ('experimental vocals', 8), ('concrete pop', 8), ('done', 8), ('psyhadelic', 8), ('better than blood brothers', 8), ('collective we sing la lanimal', 8), ('plinky plonky', 8), ('modulated voice', 8), ('androids do dream of electric sheep', 8), ('lying on the floor', 8), ('whatddit i done', 8), ('wow-wow', 8), ('summer air', 8), ('nix luv', 8), ('nix vocalising', 8), ('wasted sunday mornings', 8), ('whaddit', 8), ('guitar', 8), ('ambient', 8), ('pop', 8), ('instrumental', 8), ('favorite', 8), ('lo-fi', 8), ('autumn', 8), ('freaky', 8), ('poetry', 8), ('noise rock', 8), ('i', 8), ('sound', 8), ('psychadelic', 8), ('fly', 8), ('non-music', 8), ('squelchy', 8), ('f', 8), ('mental', 8), ('music box', 8), ('animal collective', 8), ('psych folk', 8), ('folk noir', 8), ('psych-folk', 8), ('chillosophy', 8), ('weird', 0), ('noise', 0), ('high school musical 2', 0), ('freak', 0), ('wah wah wah', 0), ('yoo doo right', 0), ('good shit', 0), ('music i need to listen to more', 0)]"
Merriweather Post Pavilion,"[('happy', 16), ('fun', 14)]","[('experimental', 100), ('indie', 91), ('makes me smile', 53), ('summer', 40), ('psychedelic', 38), ('electronic', 36), ('i want to walk around with you', 26), ('best of 2009', 24), ('ridiculously amazing', 22), ('freak folk', 20), ('neo-psychedelia', 18), ('songs that make me want to fall in love', 16), ('noise', 16), ('happy', 16), ('electronica', 14), ('fun', 14), ('upbeat', 14), ('loved on first listen', 14), ('catchy', 14), ('hypnotic', 12), ('uplifting', 12), ('weird', 10), ('quirky', 10), ('indie rock', 10), ('make love', 8), ('alternative', 8), ('love', 8), ('songs to wake up to', 6), ('joe', 6), ('if this were a pokemon i would catch it', 6), ('best chorus evar', 6), ('summertime', 6), ('loved', 6), ('car-a-long', 6), ('optical illusions for your ears', 6), ('2009', 6), ('repeatrepeatrepeat', 6), ('crazy', 6), ('aliens will listen to this song 34000 years from now', 6), ('songs with kids talking', 6), ('summer music', 6), ('awesome', 6), ('japan', 6), ('insane', 4), ('best song ever', 4), ('00s', 4), ('dance around your bedroom', 4), ('noise pop', 4), ('crank da volume up on dat shit son', 4), ('animal collective', 4), ('tripped out', 4), ('best of best', 4), ('nix partly', 4), ('cant resist singing along', 4), ('i would play this on my radio show', 4), ('so awesome', 4), ('normal music to other people', 4), ('great beat', 4), ('lehigh valley community public radio', 4), ('tripping balls', 4), ('turn it up', 4), ('summery', 4), ('feelgood', 4), ('feel good', 4), ('american', 4), ('lizvelrene2009', 4), ('dedicated follower of fashion', 4), ('psychedelic rock', 4), ('favorite', 4), ('amazing', 4), ('redentor', 2), ('i wanna walk around with you', 2), ('paraskaveri', 2), ('lookin at the ocean on shrooms', 2), ('-fly away-', 2), ('tracks i can relate to', 2), ('makes me wanna jump around', 2), ('july heat', 2), ('kick asz', 2), ('radio baltimore', 2), ('natalicious partaychoonz', 2), ('i thought of you', 2), ('olispa jo loma', 2), ('wind in hair', 2), ('walking around at night', 2), ('oh 2009', 2), ('happy-making', 2), ('rocket sauce', 2), ('the kittens', 2), ('justlove', 2), ('death trip', 2), ('motivant', 2), ('i miss you so much', 2), ('audioase', 2), ('the sexiest', 2), ('synth rock arranging', 2), ('damned good', 2), ('sonic rock', 2), ('extraordinary indie', 2), ('i think im floating', 2)]"
Rodéo Boulevard,nan,nan
Nieprzyzwoite Piosenki,"[('melancholic', 66), ('romantic', 33)]","[('acoustic', 100), ('spokojne', 100), ('rock', 66), ('pop', 66), ('polish', 66), ('melancholic', 66), ('acoustic guitar', 66), ('letkeaa musaa', 33), ('jills station', 33), ('my pop music', 33), ('slodkie', 33), ('softly', 33), ('moje', 33), ('love the lyrics', 33), ('male vocalists', 33), ('romantic', 33), ('female vocalists', 33), ('beautiful', 33), ('singer-songwriter', 33), ('folk', 33), ('chillout', 33), ('love', 33), ('anita lipnicka john porter - heaven knows why', 0), ('ballads', 0), ('ballad', 0), ('recycled air', 0)]"
Angel-A,"[('sexy', 6), ('mellow', 6), ('soft', 3), ('melancholic', 3)]","[('trip-hop', 100), ('female vocalists', 72), ('norwegian', 44), ('alternative', 34), ('chillout', 31), ('electronic', 31), ('jazz', 20), ('soundtrack', 17), ('electronica', 13), ('scandinavian', 10), ('magic', 10), ('anja garbarek', 10), ('loooove', 10), ('upright bass', 6), ('female', 6), ('syncopation', 6), ('jazzy', 6), ('night music', 6), ('down by the sea', 6), ('beautiful', 6), ('good', 6), ('slow', 6), ('femme fatale', 6), ('lounge', 6), ('singer-songwriter', 6), ('experimental', 6), ('sexy', 6), ('downtempo', 6), ('trip hop', 6), ('mellow', 6), ('cisza', 3), ('j:rare', 3), ('what a beat', 3), ('frolic', 3), ('sad and slow', 3), ('top 240 streamable tracks at 60k', 3), ('db avant pop', 3), ('lukasz', 3), ('ravin', 3), ('milosc', 3), ('mjcrb wish list', 3), ('trapeze radio', 3), ('cicho-mi', 3), ('obawy', 3), ('snack', 3), ('mistic', 3), ('download later', 3), ('something in the air', 3), ('station 10', 3), ('sassy violet', 3), ('sark', 3), ('spokoj', 3), ('interesant', 3), ('heartbreak hotel', 3), ('lek', 3), ('aufteilung', 3), ('fabulous women', 3), ('bmc', 3), ('downtempojazzfemale vocalistsscandinaviannorwegiansinger-songwriteralternativetrip-hopelectronicchillout', 3), ('rozne takie sobie lubie', 3), ('autumnsphere', 3), ('zsummer', 3), ('things-i-love', 3), ('bom de ouvir', 3), ('sharp woman', 3), ('calimng', 3), ('czilaut', 3), ('noc', 3), ('polish roots', 3), ('womanly', 3), ('chulo', 3), ('torun', 3), ('top 320 streamable tracks at 80k', 3), ('mmmmwah', 3), ('empty bourbon glass', 3), ('j:social', 3), ('whowhatmore', 3), ('blue almonds', 3), ('babababoobass', 3), ('beautiful intro', 3), ('voice', 3), ('hypnotic', 3), ('nostalgia', 3), ('interesting', 3), ('female voices', 3), ('soft', 3), ('ambient pop', 3), ('strings', 3), ('best', 3), ('bass', 3), ('acid jazz', 3), ('folk-pop', 3), ('melancholic', 3), ('mix', 3), ('fave', 3), ('polish', 3), ('latin jazz', 3), ('triphop', 3), ('organ', 3), ('night', 3)]"
Briefly Shaking,"[('sexy', 16), ('dark', 4)]","[('female vocalists', 100), ('trip-hop', 95), ('alternative', 54), ('norwegian', 50), ('jazz', 33), ('electronic', 33), ('scandinavian', 25), ('sexy', 16), ('anja garbarek', 12), ('electronica', 12), ('experimental', 12), ('buy', 12), ('pop', 12), ('female vocalist', 12), ('buy this already', 8), ('howaboutbethloves', 8), ('vocal', 8), ('trip hop', 8), ('sexowne', 8), ('looking for something beautiful to sing to', 8), ('find more', 8), ('female', 8), ('looooove', 8), ('wow i really really looooove this song and want to listen to it all the time', 8), ('k-y', 8), ('katberry', 4), ('z pazurkiem', 4), ('stylish electro girl', 4), ('vampiro', 4), ('presabbene', 4), ('faworytne', 4), ('sing fun sing', 4), ('hafif', 4), ('out of our heads', 4), ('-0220-', 4), ('soft tunes', 4), ('motivant', 4), ('bands i havent heard before but want to here more of', 4), ('quarkzangsun play', 4), ('quarkzangsun p1', 4), ('quarkzangsun v1', 4), ('party20101030', 4), ('tripchillop', 4), ('alternadores', 4), ('soloes', 4), ('ladenmusik', 4), ('krwiste pazurki', 4), ('stalk the beautiful world', 4), ('madli', 4), ('piekne panie', 4), ('favoritki', 4), ('e l e c t r o n i c', 4), ('mylow', 4), ('supregerl', 4), ('klimaciaste', 4), ('bierki', 4), ('alternative pop', 4), ('cool', 4), ('downtempo', 4), ('dream pop', 4), ('favorite', 4), ('mix', 4), ('best', 4), ('yo', 4), ('hot', 4), ('country', 4), ('dark', 4), ('sensual', 4), ('hypnotic', 4), ('red', 4), ('popular', 4), ('norsk', 4), ('melancholia wita', 4), ('mind-melting', 4), ('love to death', 4), ('sexy trip-hop', 4), ('brauch ich', 4), ('mistic', 4), ('vanishing', 4), ('under', 4), ('office radio', 4), ('wonderful voice', 4), ('3', 4), ('smoking', 4), ('angel', 4), ('alternative jazz', 4), ('coffee and cigarettes', 4), ('dizzy with wonder', 0), ('rock', 0), ('2005', 0), ('indie', 0), ('indie rock', 0), ('cocorosie style', 0), ('strange n beautiful', 0), ('fiona apple', 0), ('amber', 0)]"
To All Our Fallen Heroes,nan,"[('punk', 100), ('punk favorites', 100)]"
Dreams,nan,"[('pop', 100)]"
Anna Eriksson,nan,"[('love', 100), ('finnish', 100), ('female vocalists', 100), ('schlager', 100), ('best fi', 100), ('kivoja', 100), ('lacrimaindarkness', 100), ('soittolista1', 100), ('memories from switzerland', 100), ('memories from paimio', 100), ('ammia', 100)]"
Wreck Of The Day,"[('mellow', 4), ('relax', 4)]","[('female vocalists', 100), ('anna nalick', 75), ('singer-songwriter', 62), ('pop', 58), ('rock', 54), ('female singer-songwriter', 16), ('indie', 16), ('female vocalist', 16), ('alternative', 16), ('artist to check out', 12), ('american', 12), ('female vocals', 12), ('breath', 8), ('indie pop', 8), ('cool', 8), ('anna nalick - bleed', 8), ('bleed', 8), ('addictive', 8), ('female power', 4), ('amber', 4), ('best of 05', 4), ('buy', 4), ('blood', 4), ('adult alt', 4), ('girl mellow', 4), ('woman scorned', 4), ('head bob', 4), ('4 minute madness', 4), ('tyttoenergiaa', 4), ('3style', 4), ('feamle artists', 4), ('stephanienorthrop', 4), ('taras favourite tracks', 4), ('steph loves', 4), ('q04-08', 4), ('beatles julia', 4), ('perfekt till bil-skivan', 4), ('mellow', 4), ('easy listening', 4), ('guitar', 4), ('emo', 4), ('female vocal', 4), ('favorites', 4), ('favorite', 4), ('relax', 4), ('female singers', 4), ('fav', 4), ('female artists', 4), ('lovely', 4), ('00s', 4), ('alt pop', 4), ('favorite songs ever', 4), (':d', 4), ('mk', 4), ('2000s', 4), ('adult pop', 4), ('popular rock', 4), ('girl music', 4), ('best of', 4), ('chick singer', 4), ('lenis frauenmusik', 0), ('folk', 0), ('bali-easy', 0), ('liagiba84', 0), ('greys anatomy', 0), ('cindy', 0)]"
Secret,"[('sad', 7), ('smooth', 7), ('melancholic', 7), ('dreamy', 7), ('melancholy', 7)]","[('female vocalists', 100), ('jazz', 78), ('vocal jazz', 57), ('anna maria jopek', 57), ('chilout', 57), ('love', 28), ('chillout', 28), ('love songs', 14), ('chilling', 14), ('polish', 14), ('cover', 14), ('piano', 14), ('easyrock', 7), ('breeze', 7), ('ania', 7), ('q3', 7), ('sorcelot', 7), ('nastrojowe', 7), ('po prostu piekne', 7), ('a thousand years', 7), ('every day music', 7), ('polskt', 7), ('kobiecy wokal', 7), ('womenvoices', 7), ('moje cuda', 7), ('cezary konrad', 7), ('anna maria jopek - a thousand years', 7), ('piotr nazaruk', 7), ('marek napiorkowski', 7), ('robert kubiszyn', 7), ('4jsduskmellow', 7), ('pawel zarecki', 7), ('papilotek', 7), ('lounge', 7), ('covers', 7), ('sad', 7), ('beautiful', 7), ('smooth', 7), ('female', 7), ('melancholic', 7), ('dreamy', 7), ('tranqui', 7), ('melancholy', 7), ('brilliant', 7), ('female voices', 7), ('interesting', 7), ('elmo', 7), ('cover songs', 7), ('melancholisch', 7), ('contemporary jazz', 7), ('excellent covers', 7), ('liked', 7), ('schön', 7), ('ruhig', 7), ('poezja', 7), ('zu zweit', 0), ('jazz vocal', 0)]"
